年度,リーグ,区分,ホーム,ホーム学校,ホーム区分,アウェイ,アウェイ学校,アウェイ区分,得点H,得点A,出典
2012,NSリーグ,1部,久我山C,国学院久我山,C,大宮ソシオ,大宮ソシオ,,3,4,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,久我山C,国学院久我山,C,武蔵丘,武蔵丘,,4,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,久我山C,国学院久我山,C,中大杉並,中大杉並,,4,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,久我山C,国学院久我山,C,堀越B,堀越,B,3,4,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,実践C,実践学園,C,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,2,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,実践C,実践学園,C,大宮ソシオ,大宮ソシオ,,5,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,実践C,実践学園,C,武蔵丘,武蔵丘,,7,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,実践C,実践学園,C,中大杉並,中大杉並,,3,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,実践C,実践学園,C,堀越B,堀越,B,3,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,大宮ソシオ,大宮ソシオ,,0,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,武蔵丘,武蔵丘,,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,中大杉並,中大杉並,,3,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,堀越B,堀越,B,3,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,武蔵丘,武蔵丘,,2,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,中大杉並,中大杉並,,1,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,堀越B,堀越,B,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,武蔵丘,武蔵丘,,中大杉並,中大杉並,,2,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,武蔵丘,武蔵丘,,堀越B,堀越,B,1,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,1部,中大杉並,中大杉並,,堀越B,堀越,B,1,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,大泉,大泉,,早大学院C,早大学院,C,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,大泉,大泉,,西Ａ,西A,,2,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,大泉,大泉,,杉並,杉並,,1,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,大泉,大泉,,杉並学院Ｂ,杉並学院,B,4,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,早大学院C,早大学院,C,西Ａ,西A,,0,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,早大学院C,早大学院,C,杉並,杉並,,0,5,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,早大学院C,早大学院,C,佼成学園,佼成学園,,4,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,早大学院C,早大学院,C,杉並学院Ｂ,杉並学院,B,4,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,西Ａ,西A,,杉並,杉並,,0,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,西Ａ,西A,,佼成学園,佼成学園,,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,西Ａ,西A,,杉並学院Ｂ,杉並学院,B,3,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,杉並,杉並,,佼成学園,佼成学園,,2,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,杉並,杉並,,杉並学院Ｂ,杉並学院,B,4,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,NSリーグ,2部Cブロック,佼成学園,佼成学園,,杉並学院Ｂ,杉並学院,B,2,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,大宮ソシオ,大宮ソシオ,,0,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,2,7,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,堀越B,堀越,B,3,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,久我山C,国学院久我山,C,4,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,中大杉並,中大杉並,,2,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,井草,井草,,4,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,早大学院A,早大学院,A,専大附属,専大附属,,1,5,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,4,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,堀越B,堀越,B,3,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,久我山C,国学院久我山,C,1,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,中大杉並,中大杉並,,0,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,井草,井草,,9,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,専大附属,専大附属,,1,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,堀越B,堀越,B,2,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,久我山C,国学院久我山,C,7,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,中大杉並,中大杉並,,1,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,井草,井草,,6,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,日大鶴ヶ丘Ａ,日大鶴ヶ丘,A,専大附属,専大附属,,5,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,堀越B,堀越,B,久我山C,国学院久我山,C,2,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,堀越B,堀越,B,中大杉並,中大杉並,,2,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,堀越B,堀越,B,井草,井草,,9,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,堀越B,堀越,B,専大附属,専大附属,,3,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,久我山C,国学院久我山,C,中大杉並,中大杉並,,2,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,久我山C,国学院久我山,C,井草,井草,,1,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,久我山C,国学院久我山,C,専大附属,専大附属,,4,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,中大杉並,中大杉並,,井草,井草,,4,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,中大杉並,中大杉並,,専大附属,専大附属,,1,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,1部,井草,井草,,専大附属,専大附属,,0,6,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,早大学院B,早大学院,B,杉並学院A,杉並学院,A,2,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,早大学院B,早大学院,B,杉並総合,杉並総合,,2,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,早大学院B,早大学院,B,日大鶴ヶ丘B,日大鶴ヶ丘,B,3,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,早大学院B,早大学院,B,第四商業,第四商業,,1,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,早大学院B,早大学院,B,久我山D,国学院久我山,D,1,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,早大学院B,早大学院,B,保谷B,保谷,B,0,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並学院A,杉並学院,A,杉並総合,杉並総合,,3,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並学院A,杉並学院,A,日大鶴ヶ丘B,日大鶴ヶ丘,B,4,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並学院A,杉並学院,A,第四商業,第四商業,,4,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並学院A,杉並学院,A,久我山D,国学院久我山,D,0,9,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並学院A,杉並学院,A,保谷B,保谷,B,0,9,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並総合,杉並総合,,日大鶴ヶ丘B,日大鶴ヶ丘,B,1,5,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並総合,杉並総合,,第四商業,第四商業,,6,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並総合,杉並総合,,久我山D,国学院久我山,D,2,7,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,杉並総合,杉並総合,,保谷B,保谷,B,0,7,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,第四商業,第四商業,,4,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,久我山D,国学院久我山,D,3,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,保谷B,保谷,B,2,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,第四商業,第四商業,,久我山D,国学院久我山,D,1,19,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,第四商業,第四商業,,保谷B,保谷,B,3,6,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Bブロック,久我山D,国学院久我山,D,保谷B,保谷,B,6,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,杉並アヤックス,杉並アヤックス,,0,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,早大学院C,早大学院,C,2,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,豊多摩,豊多摩,,0,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,富士,富士,,1,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,中野工業,中野工業,,2,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,鷺宮,鷺宮,,2,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並,杉並,,東大附属,東大附属,,1,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並アヤックス,杉並アヤックス,,早大学院C,早大学院,C,6,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並アヤックス,杉並アヤックス,,豊多摩,豊多摩,,3,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並アヤックス,杉並アヤックス,,富士,富士,,4,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並アヤックス,杉並アヤックス,,中野工業,中野工業,,9,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並アヤックス,杉並アヤックス,,鷺宮,鷺宮,,4,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,杉並アヤックス,杉並アヤックス,,東大附属,東大附属,,7,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,早大学院C,早大学院,C,豊多摩,豊多摩,,1,2,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,早大学院C,早大学院,C,富士,富士,,0,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,早大学院C,早大学院,C,中野工業,中野工業,,7,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,早大学院C,早大学院,C,鷺宮,鷺宮,,3,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,早大学院C,早大学院,C,東大附属,東大附属,,0,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,豊多摩,豊多摩,,富士,富士,,2,3,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,豊多摩,豊多摩,,中野工業,中野工業,,4,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,豊多摩,豊多摩,,鷺宮,鷺宮,,2,0,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,豊多摩,豊多摩,,東大附属,東大附属,,0,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,富士,富士,,中野工業,中野工業,,2,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,富士,富士,,鷺宮,鷺宮,,1,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,富士,富士,,東大附属,東大附属,,3,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,中野工業,中野工業,,鷺宮,鷺宮,,1,4,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,中野工業,中野工業,,東大附属,東大附属,,3,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2013,NSリーグ,2部Cブロック,鷺宮,鷺宮,,東大附属,東大附属,,1,1,waseda_2013-NSリーグ星取表1･2部1.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,中大杉並,中大杉並,,4,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,専大附属A,専大附属,A,2,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,都立大泉,大泉,,0,4,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,國學院久我山C,国学院久我山,C,1,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,都立保谷B,保谷,B,6,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,杉並アヤックス,杉並アヤックス,,7,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,早大学院A,早大学院,A,実践学園D,実践学園,D,2,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,中大杉並,中大杉並,,専大附属A,専大附属,A,5,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,中大杉並,中大杉並,,都立大泉,大泉,,2,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,中大杉並,中大杉並,,國學院久我山C,国学院久我山,C,0,6,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,中大杉並,中大杉並,,都立保谷B,保谷,B,6,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,中大杉並,中大杉並,,実践学園D,実践学園,D,3,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,専大附属A,専大附属,A,都立大泉,大泉,,3,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,専大附属A,専大附属,A,國學院久我山C,国学院久我山,C,0,6,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,専大附属A,専大附属,A,都立保谷B,保谷,B,9,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,専大附属A,専大附属,A,杉並アヤックス,杉並アヤックス,,3,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,専大附属A,専大附属,A,実践学園D,実践学園,D,2,7,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,都立大泉,大泉,,國學院久我山C,国学院久我山,C,0,4,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,都立大泉,大泉,,都立保谷B,保谷,B,1,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,都立大泉,大泉,,杉並アヤックス,杉並アヤックス,,0,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,都立大泉,大泉,,実践学園D,実践学園,D,0,6,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,國學院久我山C,国学院久我山,C,都立保谷B,保谷,B,3,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,國學院久我山C,国学院久我山,C,杉並アヤックス,杉並アヤックス,,2,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,國學院久我山C,国学院久我山,C,実践学園D,実践学園,D,5,4,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,都立保谷B,保谷,B,実践学園D,実践学園,D,1,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,1部,杉並アヤックス,杉並アヤックス,,実践学園D,実践学園,D,0,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,日大二,日大二,,早大学院B,早大学院,B,4,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,日大二,日大二,,東亜学園B,東亜学園,B,2,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,日大二,日大二,,東京立正,東京立正,,6,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,日大二,日大二,,佼成学園,佼成学園,,2,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,日大二,日大二,,杉並,杉並,,3,0,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,日大二,日大二,,専大附属C,専大附属,C,2,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,早大学院B,早大学院,B,東亜学園B,東亜学園,B,2,6,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,早大学院B,早大学院,B,東京立正,東京立正,,3,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,早大学院B,早大学院,B,佼成学園,佼成学園,,5,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,早大学院B,早大学院,B,杉並,杉並,,3,4,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,早大学院B,早大学院,B,専大附属C,専大附属,C,5,1,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,東亜学園B,東亜学園,B,東京立正,東京立正,,4,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,東亜学園B,東亜学園,B,佼成学園,佼成学園,,2,2,waseda_2014-NSリーグ星取表1･2部.pdf
2014,NSリーグ,2部Bブロック,東亜学園B,東亜学園,B,杉並,杉並,,4,0,waseda_2014-NSリーグ星取表1･2部.pdf
